Id,Size,HistoricalPrice,CurrentPrice
7693,4680,465686,175259
7694,1366,455709,247932
7695,1527,359554,207987
7696,1790,225019,330702
7697,4718,498496,431288
7698,4609,202548,359263
7699,4935,495380,387344
7700,1523,483433,592276
7701,2095,344525,336164
7702,2668,491212,301908
7703,3153,441768,394119
7704,3779,249477,381602
7705,2908,102821,456600
7706,4012,417234,317452
7707,4760,408598,270250
7708,2305,273602,489879
7709,1132,204273,423713
7710,3581,356196,537438
7711,4022,466616,380435
7712,3316,323626,574398
7713,4483,310704,302721
7714,3720,336579,495875
7715,2642,494079,508276
7716,3838,116148,250497
7717,2888,186545,439147
7718,2770,154459,559767
7719,1017,314417,264432
7720,2777,446368,304898
7721,1116,428333,514630
7722,1797,191954,305801
7723,4865,385262,594912
7724,4215,231515,547084
7725,4788,189379,191274
7726,3598,383197,188718
7727,3976,458528,575569
7728,4737,268276,191682
7729,2711,479689,180653
7730,1752,273312,407583
7731,3469,332415,295213
7732,4969,488819,554753
7733,2392,455893,180401
7734,3693,239363,308459
7735,3605,339654,231690
7736,3097,378429,512757
7737,1677,423733,287702
7738,1105,113944,586677
7739,4287,201041,456437
7740,1657,451020,566286
7741,2946,457705,425560
7742,2448,154391,266711
7743,2095,101607,527181
7744,1987,360314,503079
7745,3889,102953,551845
7746,2808,144941,420504
7747,2782,302541,162011
7748,1445,423827,190721
7749,2948,301290,407366
7750,4257,471732,448213
7751,3117,484224,465414
7752,2997,373298,161227
7753,3197,487686,189587
7754,4317,240119,211720
7755,1773,188529,587766
7756,2561,306946,480449
7757,2675,114323,488172
7758,2122,399837,465795
7759,4981,289802,463476
7760,2301,361092,349953
7761,2586,451314,480345
7762,2686,145111,568023
7763,1943,326325,455696
7764,1454,401635,358974
7765,2127,149336,273938
7766,1945,116905,267230
7767,1600,130273,243758
7768,3700,225191,469444
7769,1724,478080,439095
7770,3280,257306,432408
7771,2417,309957,169121
7772,2524,166538,496495
7773,4766,204570,462683
7774,1250,263645,311383
7775,2544,455483,323469
7776,1078,362025,300821
7777,4123,483276,179218
7778,1897,295392,594807
7779,3968,228993,325205
7780,1780,373474,457011
7781,1225,323112,151316
7782,2074,311588,187972
7783,2209,434697,499068
7784,2057,272425,347292
7785,1802,247083,504844
7786,1741,183537,279079
7787,3178,160985,358343
7788,4070,117044,382463
7789,3679,222304,323707
7790,4514,236322,332337
7791,3885,358116,331181
7792,3806,385433,516226
7793,4503,133087,329869
7794,1703,175952,551295
7795,3544,321767,210887
7796,2426,136368,303484
7797,3370,220648,448006
7798,4281,432959,539821
7799,1614,190693,365799
7800,1328,158900,295893
7801,2395,377638,485262
7802,2483,478630,224548
7803,1132,276238,314727
7804,1834,322182,587904
7805,3698,256405,254319
7806,1120,395194,335648
7807,3653,197799,410272
7808,2475,231016,230066
7809,1964,329147,595452
7810,1128,188257,396635
7811,4162,148070,457365
7812,4675,367310,499333
7813,2598,245749,255812
7814,3076,287633,366988
7815,3769,449553,335517
7816,2547,137664,242326
7817,1332,492070,289972
7818,4368,363437,576701
7819,2153,411356,383041
7820,2316,175276,163891
7821,2196,374703,520784
7822,4791,165231,296086
7823,3991,208277,484227
7824,4095,270116,450108
7825,4170,383891,594387
7826,2429,337528,194739
7827,1355,362181,529015
7828,1138,466438,497943
7829,2526,197847,365928
7830,4897,203742,394592
7831,2197,353437,324446
7832,1028,148503,189459
7833,1930,390351,419189
7834,3543,395385,455399
7835,2013,493274,201965
7836,3702,458315,413381
7837,1827,245906,542955
7838,1350,359966,202195
7839,3601,479446,529919
7840,3024,258262,186326
7841,1298,172832,286365
7842,2743,383527,175274
7843,2865,342046,562453
7844,2215,486435,506064
7845,2695,339101,508673
7846,3111,364818,299301
7847,1754,476244,228847
7848,1769,471513,407966
7849,4735,122820,468862
7850,2238,316112,480862
7851,1833,143794,199615
7852,3213,495292,268548
7853,4614,228544,221296
7854,2906,137555,484940
7855,4303,286280,393083
7856,4865,394550,545131
7857,2564,140262,486795
7858,2218,453464,595990
7859,1505,317733,157076
7860,2357,312208,492494
7861,4839,392428,576299
7862,3840,251243,466062
7863,4375,452771,548009
7864,3880,189023,409040
7865,2460,307012,462672
7866,4394,264772,529647
7867,4573,141516,216798
7868,3905,377721,159319
7869,4985,355623,556410
7870,2416,115015,562525
7871,3853,191104,339468
7872,4670,476556,375368
7873,2172,453884,439142
7874,1760,328356,153468
7875,1832,428784,262178
7876,2428,183190,293723
7877,1282,229516,563621
7878,4433,273441,295554
7879,1378,234718,416553
7880,1197,187007,216083
7881,4062,256978,384267
7882,4071,317715,235443
7883,1555,147728,435570
7884,1355,377022,520169
7885,2563,491069,466901
7886,4500,109145,295508
7887,2040,188578,428634
7888,3686,118226,202136
7889,1378,364946,310034
7890,1679,124119,572504
7891,3553,163560,434380
7892,2779,157353,295995
7893,1898,345741,336963
7894,1075,323793,556480
7895,1230,485145,479291
7896,2739,171641,420072
7897,1961,151712,315630
7898,4319,230085,468513
7899,3349,430429,478547
7900,3773,215278,509369
7901,3262,274021,457357
7902,4229,265201,248631
7903,3116,386656,153816
7904,1392,202077,510306
7905,2108,310103,579132
7906,1266,364208,459982
7907,2092,195614,402536
7908,1610,282639,409525
7909,2370,217639,292645
7910,2008,392155,586550
7911,1961,433296,365547
7912,3775,304583,215364
7913,4998,110960,556373
7914,1672,221789,421466
7915,3470,421064,269024
7916,4677,383531,414626
7917,4245,163960,448011
7918,2700,222994,406703
7919,3162,394772,390888
7920,3267,483413,491355
7921,1030,306168,508100
7922,4594,409596,520196
7923,2366,403242,358343
7924,2400,270307,491530
7925,2153,449005,156732
7926,1616,127949,321825
7927,1538,253893,392076
7928,3786,302684,385430
7929,4073,435681,396328
7930,1870,478147,184422
7931,1100,313065,226964
7932,4604,357798,206284
7933,4129,150701,278575
7934,2412,412655,161311
7935,3739,180664,350341
7936,1940,139427,541651
7937,1340,197180,582795
7938,3908,203550,354950
7939,2043,499877,488144
7940,4326,177952,540403
7941,4388,166046,329586
7942,1037,206918,457455
7943,1659,397344,160300
7944,3033,429586,215375
7945,2560,191070,446707
7946,4457,158168,592176
7947,2656,410466,271227
7948,3975,170246,229244
7949,2049,269964,540305
7950,1453,115583,537451
7951,2704,444864,309162
7952,2346,255925,264687
7953,3784,499325,166328
7954,4584,339285,569870
7955,1818,421901,287286
7956,1772,368803,338812
7957,1012,363382,582129
7958,3962,221270,570768
7959,4979,481355,447521
7960,4631,115064,306806
7961,1920,262187,502401
7962,1824,263024,168610
7963,3418,236692,309947
7964,2314,199790,205082
7965,3379,465129,173226
7966,4677,144258,439821
7967,3308,235542,291370
7968,3017,386812,447992
7969,4861,439403,249291
7970,4942,212192,536371
7971,2228,458720,475798
7972,1696,205481,429888
7973,3734,473649,304506
7974,1949,263118,255850
7975,3434,302049,460145
7976,4963,347600,209633
7977,3868,105397,198917
7978,3515,462069,491948
7979,2438,183481,327817
7980,1068,253305,413051
7981,4543,422452,503439
7982,4175,300798,339674
7983,2781,101130,556980
7984,4232,224293,567625
7985,3247,114071,551606
7986,3263,447661,180172
7987,2969,472384,536080
7988,1211,102118,381831
7989,1507,231735,253512
7990,3063,162408,321614
7991,2521,151786,590540
7992,3931,181271,198196
7993,1331,119158,481045
7994,3764,393231,569052
7995,4948,188114,564879
7996,1550,284193,287023
7997,2624,119874,427319
7998,1941,339139,554243
7999,3303,445587,257809
8000,4039,140821,487774
8001,4837,215675,500761
8002,1727,422726,293239
8003,1879,222603,355377
8004,3862,169381,566276
8005,4243,473944,277310
8006,1648,492949,478700
8007,1999,275725,514292
8008,2521,444162,382949
8009,3518,462736,160485
8010,4455,453770,515890
8011,3737,186217,401818
8012,2612,354585,256255
8013,3747,434943,158802
8014,3554,424329,445458
8015,4039,403682,404290
8016,2009,382487,591514
8017,2550,311470,431709
8018,1803,220026,243153
8019,3878,334257,503289
8020,4396,153106,456377
8021,1213,476466,460528
8022,4279,181227,333557
8023,1168,256100,365732
8024,4401,142135,490397
8025,4351,262138,187669
8026,1977,219599,569488
8027,2328,329789,555058
8028,1145,183470,476243
8029,2798,383054,254012
8030,1515,344090,283154
8031,4161,238213,274878
8032,1452,145950,597020
8033,1059,286795,307333
8034,4382,378369,367578
8035,1527,395103,159795
8036,4298,411336,457453
8037,2023,179711,342528
8038,3521,241123,379636
8039,2564,302500,170180
8040,4734,355284,458479
8041,3804,365593,505031
8042,3829,466357,409495
8043,2102,260262,576484
8044,1432,200245,347623
8045,4872,197069,389901
8046,2176,257213,305561
8047,4860,333597,340470
8048,1400,123908,272352
8049,4350,466991,514411
8050,3104,483054,335542
8051,4050,354340,489546
8052,3233,376156,260551
8053,3445,117412,513154
8054,1604,472174,230808
8055,3835,386801,270823
8056,3205,367800,575377
8057,2810,240039,270469
8058,4764,378017,348707
8059,4430,194485,484066
8060,2463,471527,483018
8061,3636,298879,529397
8062,3513,101607,472505
8063,4734,250595,223836
8064,3493,148447,341838
8065,2773,149757,302472
8066,3848,360114,436785
8067,4814,350495,333305
8068,4559,324598,219833
8069,2553,431345,401673
8070,2096,490909,562548
8071,1928,312916,533043
8072,2951,367606,263398
8073,4772,478976,558417
8074,2973,262867,588598
8075,3064,300878,196129
8076,2554,410609,445952
8077,3778,190027,228346
8078,1325,150528,223524
8079,1994,398374,206625
8080,4703,148242,452471
8081,1612,214688,300651
8082,3593,101783,171483
8083,1595,128390,543719
8084,1920,239489,483024
8085,4779,172102,158947
8086,1841,379570,290605
8087,2225,130750,328648
8088,1343,158188,453060
8089,2876,373016,590139
8090,4594,194231,598378
8091,1858,492004,275468
8092,2423,279158,401362
8093,4289,166770,419156
8094,1444,331360,165213
8095,2788,325440,570779
8096,1221,486302,296284
8097,4454,445658,245660
8098,4952,319249,472332
8099,1591,192663,196576
8100,2030,265792,422855
8101,2295,249151,399486
8102,4810,234363,397647
8103,2017,305156,421659
8104,3063,212808,301265
8105,2447,210091,348739
8106,3045,461416,283496
8107,1523,149393,194344
8108,3850,193558,344164
8109,4824,169770,471739
8110,3068,388864,597842
8111,4761,375512,421344
8112,3275,285385,331541
8113,4055,410113,304103
8114,2808,148838,284288
8115,2311,108734,588810
8116,3856,207187,412160
8117,4205,199329,252974
8118,2306,431039,569594
8119,3451,334633,250927
8120,4736,220424,574950
8121,2089,463399,491030
8122,2672,420217,264817
8123,4675,303997,295522
8124,1436,344042,544689
8125,1828,311560,437669
8126,3981,325683,571788
8127,1258,315547,454172
8128,3003,343603,318151
8129,2989,281374,340039
8130,1102,377768,202047
8131,1992,298343,442254
8132,4638,386459,513184
8133,1768,379566,269786
8134,2124,270209,242424
8135,2221,172663,283018
8136,3860,201216,565159
8137,3273,350600,404568
8138,3990,356492,165740
8139,3510,394887,264988
8140,1236,110108,224712
8141,4097,304706,507546
8142,2144,136180,587867
8143,4981,381027,187269
8144,3553,144400,371344
8145,4253,277071,450826
8146,4782,147951,270359
8147,3861,417406,305673
8148,1766,445277,444994
8149,3681,242195,191132
8150,4614,477250,593366
8151,4386,259429,286876
8152,1990,432640,402697
8153,4868,264628,235061
8154,3665,424078,202034
8155,2759,441030,457205
8156,3320,130881,570635
8157,4981,380553,566962
8158,3279,198171,490492
8159,4491,353189,382460
8160,3815,317815,306408
8161,4513,411095,264892
8162,1495,370896,195952
8163,2047,217339,508140
8164,4180,144864,328215
8165,2726,280763,538126
8166,3549,172035,209379
8167,4930,186675,315392
8168,3072,384487,518264
8169,4258,324320,277852
8170,3335,119673,510255
8171,4699,291026,186516
8172,1337,285770,340861
8173,4949,457168,483258
8174,2937,126520,401672
8175,4108,345195,534222
8176,2817,377928,541801
8177,1136,479590,384573
8178,3555,138079,211240
8179,3274,144220,453942
8180,1319,251563,367687
8181,2863,212878,599136
8182,1915,216583,530515
8183,2205,148720,216473
8184,2897,331876,346398
8185,3133,114718,275811
8186,4538,423361,543640
8187,1925,462812,344946
8188,3100,257904,259806
8189,3907,328470,284123
8190,3914,188378,251209
8191,2258,108177,509022
8192,2982,277187,227774
8193,4850,484462,439930
8194,4870,337307,245204
8195,1432,211145,349302
8196,4567,305202,350203
8197,1998,113418,282339
8198,3147,265926,343717
8199,1989,188075,169650
8200,1598,427371,419161
8201,3450,379677,553065
8202,1395,463601,397860
8203,4598,469648,370121
8204,1414,318930,474597
8205,1938,224202,592333
8206,2636,110273,588115
8207,3724,133519,584860
8208,3510,255232,217762
8209,1540,489168,285460
8210,2649,486684,217958
8211,4690,280060,321066
8212,2945,183460,227568
8213,4435,348792,484996
8214,4201,204471,283915
8215,1083,204668,178015
8216,1270,429663,588447
8217,3291,452570,376709
8218,1387,114629,196546
8219,1213,411200,463199
8220,3865,373417,514672
8221,4237,220484,374478
8222,4862,197275,253283
8223,1058,238966,401123
8224,2625,146073,461721
8225,3930,145693,316241
8226,1842,282538,322781
8227,3971,386487,441559
8228,2527,143095,558901
8229,2729,262246,428107
8230,1122,222388,310770
8231,4719,340787,212415
8232,2436,303508,206400
8233,2162,214441,526875
8234,4300,200782,205450
8235,4345,358019,499106
8236,3486,339343,593927
8237,4069,434734,353679
8238,1561,208263,563794
8239,4981,391517,268639
8240,3165,389669,178842
8241,2737,489860,428675
8242,1904,466657,545386
8243,4554,229401,384494
8244,1394,196643,533987
8245,2726,261558,288369
8246,3923,249712,154163
8247,4531,459838,190794
8248,4906,292527,191787
8249,2716,136136,520392
8250,1934,156539,469363
8251,2101,312736,251243
8252,3999,168363,522368
8253,2435,289668,174448
8254,1074,181526,350224
8255,1294,397399,378356
8256,4864,293201,468581
8257,1020,218209,178299
8258,4977,342723,584335
8259,4242,186437,227093
8260,2038,247349,319720
8261,2234,232715,557312
8262,1559,478044,275113
8263,2109,385873,511461
8264,2172,383962,550607
8265,4771,165555,396935
8266,1371,198979,487035
8267,3027,153629,452430
8268,4551,215296,352898
8269,1817,417582,389060
8270,2174,345821,503497
8271,2164,371601,261027
8272,2092,290701,449739
8273,2283,396066,278840
8274,3011,470266,212740
8275,1845,202020,463073
8276,2991,334618,182827
8277,1520,268862,176209
8278,4704,450549,247654
8279,1370,478274,521091
8280,2442,265493,223396
8281,1100,430182,360033
8282,1660,349029,557022
8283,2681,313273,525398
8284,4936,162325,371519
8285,4015,387744,568622
8286,1242,310694,315432
8287,3800,362051,400140
8288,1511,330611,230000
8289,3896,423670,188865
8290,3602,350520,287530
8291,4166,113149,421295
8292,3273,261466,335941
8293,2541,245468,542903
8294,3261,278270,383542
8295,3765,212168,484168
8296,3114,209813,567757
8297,1395,453923,274001
8298,1611,356960,565019
8299,4083,234266,193183
8300,2260,394542,325848
8301,2857,366933,474467
8302,1769,427111,536122
8303,2422,340014,240254
8304,1406,292206,292242
8305,3972,361041,364038
8306,2872,301958,197284
8307,2503,460981,290332
8308,3694,256049,550852
8309,3269,201967,252491
8310,2179,493345,186108
8311,1653,421827,385553
8312,3475,407475,400533
8313,2181,348719,428085
8314,1976,396770,350043
8315,2439,258621,571571
8316,4053,112342,222836
8317,4397,398561,392045
8318,3418,307586,499863
8319,2367,283321,314805
8320,4333,414808,157444
8321,4354,338788,503435
8322,3897,370977,390002
8323,3903,422802,238598
8324,1228,330099,410295
8325,4959,493953,557826
8326,3327,457109,216036
8327,2893,426198,154554
8328,2313,101299,175545
8329,4751,349240,542889
8330,2070,428019,593355
8331,1974,263992,474115
8332,2738,273453,458203
8333,4285,476430,549987
8334,1757,460874,219468
8335,4095,418442,176055
8336,1320,357510,580418
8337,3321,221035,570916
8338,1555,273167,415711
8339,1843,471969,323908
8340,2336,215637,387320
8341,2386,361046,176627
8342,1667,434762,319640
8343,4047,125532,563976
8344,3427,208197,311057
8345,3758,230860,229944
8346,2942,160285,245368
8347,3004,381010,190785
8348,4745,238665,578799
8349,2930,371639,576954
8350,4541,346130,174204
8351,1745,369981,166643
8352,1674,307780,482705
8353,3163,358750,187126
8354,3652,392490,208126
8355,2065,208621,494568
8356,4867,385556,274453
8357,3426,218833,457402
8358,4793,165206,446671
8359,4277,110934,436042
8360,3513,392867,393677
8361,4803,490112,327507
8362,3327,249820,153794
8363,4719,301838,557914
8364,1617,277485,293404
8365,3165,484132,386346
8366,4308,341630,159593
8367,3356,136523,470276
8368,4527,463294,270973
8369,4971,483094,251633
8370,4546,266804,161036
8371,3147,141646,506241
8372,3308,252093,360980
8373,1992,324310,465308
8374,2328,342024,300423
8375,2377,357476,376935
8376,1285,414920,208413
8377,3375,381260,430203
8378,4174,212858,439332
8379,3110,319343,400156
8380,1686,176620,510735
8381,2305,182604,396545
8382,2464,194452,348924
8383,4364,496135,231795
8384,1737,385694,402989
8385,4078,267596,161829
8386,3686,299891,485817
8387,3983,170227,436646
8388,4163,385356,570420
8389,2958,402262,413409
8390,4261,390746,316823
8391,2894,117540,567531
8392,3523,266901,459601
8393,4582,287381,196875
8394,2485,296475,472503
8395,3100,433599,256334
8396,3801,122277,272950
8397,1485,219133,586636
8398,4715,352196,314451
8399,2513,371896,402988
8400,3001,312620,476246
8401,2387,298675,513971
8402,4183,262550,335736
8403,3456,347496,504832
8404,2030,487476,352032
8405,2765,380446,471613
8406,1667,428380,507933
8407,2220,164467,577612
8408,1834,464494,425320
8409,1875,355908,215036
8410,4806,365192,157907
8411,3414,349212,153372
8412,2001,158906,308644
8413,1249,438781,436736
8414,2939,391922,556318
8415,2618,258497,258093
8416,2263,338117,410529
8417,3427,314460,306714
8418,4978,220918,415283
8419,1871,452180,227179
8420,1834,320979,430787
8421,4542,348505,381626
8422,3822,111957,516569
8423,1918,434788,210117
8424,2724,475438,309852
8425,3502,117829,256485
8426,3413,367981,525751
8427,2313,246104,363275
8428,2897,199770,210332
8429,1402,126352,180632
8430,3105,130215,319565
8431,3568,305714,329424
8432,2327,403391,310480
8433,2138,229692,237157
8434,1209,274120,359827
8435,2064,350186,307011
8436,1815,306604,327952
8437,3220,166714,390920
8438,1233,397463,448987
8439,1792,219058,188930
8440,2907,378169,573086
8441,2613,109780,518084
8442,4691,384850,368729
8443,3840,273988,470247
8444,4474,175503,190770
8445,4110,261928,261757
8446,3166,465310,180158
8447,1334,109179,238992
8448,2359,269695,459545
8449,4610,248659,556208
8450,2639,254805,568606
8451,2097,357282,458002
8452,2214,199423,559972
8453,1323,223076,565187
8454,4058,235047,550287
8455,4218,354477,374182
8456,2790,309527,327589
8457,1283,437282,496955
8458,1212,276535,279970
8459,2658,273226,391359
8460,2741,306748,156586
8461,1928,186706,403383
8462,1751,216905,431847
8463,2417,128830,373373
8464,3386,472220,226177
8465,2821,392753,186735
8466,2045,117401,347430
8467,2794,465624,248525
8468,2892,218278,451792
8469,1104,276239,555345
8470,2489,325253,362151
8471,2482,419535,448800
8472,2455,226543,310737
8473,1769,491030,294571
8474,3763,194583,488032
8475,4893,289243,401060
8476,4845,237719,169654
8477,4690,368159,356725
8478,3810,383650,280117
8479,2959,345221,236613
8480,3027,124067,168982
8481,4292,492963,512114
8482,1378,102056,231848
8483,4293,354770,521721
8484,4329,129328,229874
8485,1712,439856,442317
8486,4438,152832,538909
8487,4841,142771,187525
8488,2372,197421,177328
8489,1224,277587,292432
8490,2737,164538,266242
8491,1737,402295,516563
8492,1235,232701,172625
8493,1182,445607,257576
8494,1711,196853,325966
8495,2892,189432,378458
8496,4829,390299,166471
8497,3491,351529,452027
8498,2888,249360,373884
8499,1622,412732,414847
8500,4077,318023,357759
8501,2259,267157,332642
8502,2150,111251,350755
8503,4175,202420,477668
8504,1748,256646,577731
8505,4986,371767,354840
8506,4551,317544,165151
8507,3202,416859,199190
8508,3304,368267,206195
8509,3282,365205,538703
8510,3547,206393,476252
8511,3336,354216,299607
8512,1509,464179,514385
8513,2575,401239,517334
8514,2823,290690,455194
8515,3756,444041,445120
8516,1784,181443,150599
8517,3941,480149,409757
8518,3823,396958,472011
8519,4640,185141,415853
8520,3345,307940,406108
8521,4681,268904,567326
8522,1136,240517,461509
8523,3423,264562,417867
8524,3134,129767,524452
8525,4490,146057,598920
8526,2777,311818,308466
8527,2222,320767,476264
8528,4534,272115,422460
8529,3484,448899,565838
8530,2333,390090,305916
8531,4667,267659,594776
8532,2777,365508,256276
8533,2304,287160,433306
8534,4394,177015,440977
8535,1763,238470,408512
8536,1701,495668,560422
8537,3989,449352,538659
8538,1151,485352,532932
8539,2325,125345,201747
8540,2301,448039,240037
8541,4722,305407,525994
8542,2711,254125,268641
8543,2031,356624,530663
8544,1806,229022,356899
8545,1234,498231,269271
8546,3722,328273,391170
8547,1560,413260,358267
8548,2325,253023,467531
8549,1037,459743,175226
8550,2159,329351,518431
8551,3869,388665,549716
8552,1420,416575,151634
8553,2242,372875,295131
8554,1347,249816,265855
8555,2831,425238,416220
8556,2569,380567,518838
8557,4935,476756,402718
8558,4150,103934,188210
8559,3795,176945,278798
8560,2918,351554,307003
8561,3320,492587,182007
8562,4232,196946,303816
8563,4758,196344,311468
8564,2901,239244,500763
8565,3355,127358,331026
8566,2397,297385,534459
8567,4023,229774,216038
8568,3780,381907,555972
8569,4080,185997,360870
8570,2824,341830,401585
8571,3491,430119,553821
8572,4184,238876,303488
8573,2228,309820,468702
8574,1404,187189,580703
8575,2721,187507,256052
8576,3900,429669,505223
8577,2220,199248,246816
8578,3825,124604,546086
8579,4845,478729,540086
8580,4831,268990,547974
8581,1114,229716,523486
8582,4192,281921,319808
8583,2676,261919,358267
8584,1064,110680,477282
8585,2299,213508,200250
8586,1824,195619,530001
8587,3286,155037,527214
8588,3349,199969,452702
8589,2415,211115,465236
8590,4593,158914,487265
8591,1968,257381,272140
8592,1368,207255,374511
8593,1232,110349,280877
8594,3242,306068,467748
8595,1906,128525,405604
8596,4083,368092,187039
8597,4977,114498,482003
8598,1920,321582,242506
8599,1688,159790,512486
8600,1176,126245,329817
8601,3264,231310,417605
8602,2034,146659,190831
8603,2469,488127,201137
8604,1629,174874,446174
8605,1163,404661,286803
8606,4622,226618,171500
8607,3100,175885,356511
8608,3265,146350,183117
8609,4789,439323,244138
8610,4046,354251,312246
8611,1823,407157,183208
8612,4431,337275,496872
8613,3432,139913,234482
8614,1055,335237,175960
8615,1117,407963,404239
8616,3947,182168,553463
8617,4324,454824,246342
8618,1797,456936,398093
8619,1779,295982,257918
8620,4063,254557,526905
8621,3850,496076,176038
8622,3892,149875,570986
8623,4251,245991,272232
8624,2438,436091,484629
8625,2893,109586,345726
8626,4306,151986,207773
8627,3902,451992,233391
8628,1707,385199,202633
8629,4891,128807,534370
8630,2103,316992,300636
8631,4718,409321,561330
8632,1021,168625,182803
8633,2500,418461,376393
8634,1842,378577,527852
8635,4511,133282,279997
8636,2760,176519,253838
8637,4641,340346,435689
8638,2116,405722,212759
8639,1191,230843,256313
8640,2018,208333,488632
8641,2126,255205,529949
8642,1395,150317,349143
8643,4078,227878,466010
8644,3687,208745,539289
8645,2018,491374,482643
8646,1566,165950,228243
8647,1230,159612,532923
8648,1873,164873,344225
8649,3621,344469,293932
8650,1239,215792,232946
8651,1089,317850,268353
8652,3279,293074,167670
8653,1456,269451,234766
8654,3280,486958,584496
8655,1353,115231,239694
8656,2004,449529,316133
8657,2356,141163,200764
8658,1438,484024,527308
8659,2398,449736,435954
8660,4363,468708,259660
8661,1344,354467,389394
8662,3711,155535,503038
8663,4499,473096,588804
8664,1656,277182,428077
8665,3177,278050,573250
8666,3188,321890,414091
8667,3462,303441,431859
8668,2116,497968,180956
8669,1625,124507,368252
8670,1283,224225,230846
8671,2979,354295,369058
8672,4994,210282,428447
8673,2678,321538,263318
8674,1222,291958,436175
8675,1743,432703,244786
8676,1462,100982,237389
8677,2568,310913,561193
8678,4347,229128,454851
8679,2705,347105,557681
8680,2163,285915,487905
8681,3404,351762,401914
8682,2736,176737,297712
8683,2046,182446,443679
8684,4807,188567,582496
8685,4951,385780,152991
8686,4341,444994,298873
8687,3906,282506,239680
8688,1664,183866,420109
8689,2356,292343,556946
8690,2014,162726,179553
8691,3132,443045,530946
8692,3668,241180,158301
8693,2054,168896,431080
8694,2764,273625,388625
8695,3287,140880,295227
8696,2913,345392,540122
8697,1362,414221,277230
8698,3869,103625,198848
8699,2412,138237,414186
8700,4724,101223,561781
8701,1667,290375,328674
8702,4370,165197,449404
8703,2880,336486,448470
8704,2394,436837,192581
8705,1098,211555,284730
8706,3094,399904,231855
8707,3886,472318,496758
8708,1421,489336,514332
8709,2503,391168,318620
8710,4650,385346,300740
8711,1061,481558,385328
8712,2132,151524,583501
8713,2702,274980,565762
8714,4620,460372,187874
8715,4190,204755,201318
8716,4057,244013,449309
8717,1597,378137,344042
8718,4453,114620,468964
8719,1391,485415,457555
8720,4024,120193,497456
8721,2075,413703,379014
8722,3650,383392,357070
8723,2312,498243,186479
8724,3029,425554,532711
8725,3384,366404,512034
8726,1809,399740,388782
8727,4275,338148,189906
8728,4951,109012,279523
8729,4309,125823,223198
8730,2405,435995,222940
8731,4738,147027,585821
8732,3799,309239,421686
8733,2159,445938,439918
8734,4478,387243,551772
8735,2531,463571,399699
8736,2385,399136,327195
8737,4452,482086,228342
8738,1880,480030,530031
8739,2599,242049,323658
8740,3682,323302,276081
8741,1253,278448,164864
8742,4548,109218,245552
8743,4185,383932,410281
8744,3067,120501,471133
8745,3575,309061,206093
8746,2168,203733,183749
8747,2231,377354,209739
8748,4602,228476,324068
8749,3423,436369,429449
8750,4575,276561,227474
8751,4975,323989,428462
8752,1165,425865,202810
8753,2573,272022,538806
8754,4252,239988,366987
8755,3908,296983,271752
8756,1616,131449,318892
8757,3659,451477,211800
8758,2625,382926,220942
8759,4998,382387,432805
8760,4883,129379,233394
8761,4515,137780,180816
8762,4403,214944,162850
8763,1502,358446,583082
8764,1912,382128,569860
8765,3126,100050,465063
8766,1584,499806,177428
8767,2958,140205,517167
8768,3735,377306,526304
8769,1395,411890,256898
8770,2631,244177,339563
8771,2880,111628,576596
8772,4174,273104,484966
8773,1401,400660,487748
8774,1974,449301,356413
8775,1223,494692,546233
8776,1517,219558,367780
8777,3681,402944,159926
8778,1235,135788,456652
8779,4498,220754,304558
8780,1115,388384,275799
8781,4234,426342,245933
8782,1225,420883,572727
8783,3277,304674,537174
8784,1181,374233,389948
8785,4320,132600,264541
8786,2341,277248,422146
8787,1209,370311,460730
8788,4727,440496,218737
8789,2415,448109,541301
8790,4928,487684,439192
8791,3143,331609,321396
8792,1893,393559,540056
8793,2881,171895,347949
8794,3803,442044,229517
8795,2109,333573,557741
8796,3462,194330,271443
8797,3026,158650,202634
8798,1393,100615,473635
8799,3743,276684,272416
8800,4704,440081,417709
8801,1843,347326,492627
8802,2524,404080,376685
8803,1603,260444,518378
8804,1581,469956,222053
8805,3042,430019,164287
8806,2939,181782,489509
8807,1132,161700,283494
8808,3838,108109,441204
8809,3696,123758,191633
8810,4385,319699,517395
8811,4770,470736,163790
8812,3268,113317,281059
8813,1975,300073,568384
8814,4509,125622,305091
8815,4117,106800,324811
8816,2813,345869,153668
8817,4263,135539,488424
8818,2543,333259,440898
8819,4450,233672,598830
8820,3835,185163,235058
8821,3738,346765,154509
8822,2357,260441,545716
8823,1038,328053,398553
8824,2316,378833,268981
8825,3737,443603,410354
8826,1161,138469,225440
8827,4402,232030,176921
8828,2909,354905,466695
8829,2127,351030,166683
8830,3208,422156,227952
8831,4870,300146,164833
8832,2658,160021,168290
8833,4125,281854,164003
8834,2963,331979,386835
8835,2057,124642,535230
8836,3289,441147,221656
8837,1966,223714,191253
8838,1889,100205,332097
8839,3160,455089,500166
8840,4061,112442,374942
8841,3365,453970,352780
8842,3070,322716,565922
8843,4629,498907,365080
8844,3871,138909,499375
8845,4718,381648,254791
8846,4189,195698,585948
8847,3748,336104,357663
8848,2666,280402,182716
8849,4066,187087,419024
8850,4283,309991,441093
8851,2441,313104,216064
8852,4184,141716,193093
8853,2067,305696,303916
8854,1127,278054,303432
8855,3923,258516,237941
8856,1157,272817,277668
